institution,ukprn,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
University of Central Lancashire,10007141,32.0,"Art and Design: History, Practice and Theory",bb3eee29-936f-4b7b-a773-6f19d36ecdc6,Shaping Civic Space: Increasing cultural engagement and informing policy through temporary public art.,D,3.5,High,24.874395783217807,12.585516876562426,18.03795682713104,20.232199537480433,0.3225,0.0,0.3066,0.6003,0.8707,23,15,11,,0.0,1157,15
Oxford Brookes University,10004930,17.0,Business and Management Studies,7bd71cfe-8475-40b4-beab-09b87e0b5a66,"Shaping coach education, assessment, and ethical practice by developing the coaching discipline",C,2.625,Low,15.707310040705579,13.715841655359565,17.795299777348283,21.12377063614352,0.2546,0.0,0.0,0.5106,0.7498,28,7,4,###; ###  4; ####; ####; ####,4.0,1239,14
Queen's University of Belfast,10005343,13.0,"Architecture, Built Environment and Planning",b241b85e-d0e6-40bd-88fa-694ba853e35f,Shaping Community Engagement in Energy Transition,C,3.167,High,6.196127463286075,12.553356031128406,16.875732273795922,25.7404128338003,0.3486,0.0,0.2732,0.6528,0.8522,39,3,6,€1 billion; €1 billion,2000000000.0,1301,15
"University of Nottingham, The",10007154,19.0,Politics and International Studies,f3de6176-4d60-4570-8ac1-4ea82dbf8645,Shaping Constitutional Reform in Georgia,C,3.25,High,7.224102606951874,13.322201307189543,20.581828153500815,24.09601585655009,0.3761,0.0,0.4215,0.6651,0.8787,28,10,6,,0.0,1687,14
"University of Nottingham, The",10007154,16.0,Economics and Econometrics,78033deb-6e66-4fc4-ba56-4540aa08a32a,Shaping Consumer Financial Protection Policy in the United Kingdom,C,3.667,High,28.66154249547924,12.784773200723329,17.96339512986714,19.684674397859055,0.2094,-0.3554,0.1752,0.4896,0.762,13,6,3,"approximately GBP22,700,000 million",22700000000000.0,1121,14
The University of Manchester,10007798,18.0,Law,1828c8b9-ac5d-471d-8046-3baf4e2ea7d7,Shaping COVID-19 Vaccination Policy and Practice,C,3.4,High,22.330000000000013,12.626889031548057,18.556797780067622,20.831737484916083,0.2341,-0.2495,0.1398,0.582,0.7644,21,8,6,###; ###  4,4.0,1886,22
Nottingham Trent University,10004797,20.0,Social Work and Social Policy,2807a0db-824f-4453-b474-e908cb4b23f2,Shaping crime prevention policy and strategy to sustain the crime drop and reduce domestic burglary,C,2.25,Low,25.443834212550826,13.196340202220025,18.657778683863178,20.54188639416619,-0.053,-0.8396,0.0,0.34,0.8085,37,8,10,25; ####  i\; £25 million; ####  ii\; ####  ,25000025.0,1737,17
Teesside University,10007161,32.0,"Art and Design: History, Practice and Theory",13a7b65f-9659-410f-8c0a-89dcef92183c,Shaping cultural policy and enhancing cultural regeneration through historical understandings of arts participation and regional arts policy,D,3.625,High,23.193621882086205,12.735910430839002,18.91829659661842,21.856076643990924,0.5138,0.0,0.6059,0.8361,0.9113,25,1,4,1.8; 20,21.8,1225,10
The University of Kent,10007150,26.0,Modern Languages and Linguistics,4fd1455f-1151-4638-a29c-1406f1819ae8,Shaping Curatorial Practice and Transforming the Public Understanding of Art and Literature in Early Twentieth-Century France,D,3.3329999999999997,High,23.46154697033208,13.150519579898468,19.600965068155745,22.293755486837384,0.2143,0.0,0.0,0.4767,0.7841,23,10,12,,0.0,1693,15
Oxford Brookes University,10004930,19.0,Politics and International Studies,7ca5baf2-fc27-4f56-aaa0-5ae3b5f42e50,Shaping debates on UK trade policy and Brexit,C,2.9999999999999996,Low,29.859350228658542,12.41446573689673,17.919625171330125,18.2842081185567,-0.0131,-0.5267,0.0,0.2023,0.436,45,14,8,###; ###  4; ###  ; ###  Extending,4.0,1940,20
Oxford Brookes University,10004930,19.0,Politics and International Studies,98211c6a-1c62-45a0-828b-e8bf714baf57,Shaping Democratic Debate in the Manx Legislature,C,2.9999999999999996,Low,34.82703274985886,11.806532862789386,16.24694786949722,17.72555896805897,-0.0542,-0.6014,0.0,0.0258,0.4327,21,9,6,"###; ###  4; ###  2016–2019; ###  2020; 10,000",14040.0,1628,22
University of Oxford,10007774,16.0,Economics and Econometrics,9edacc8c-9e16-43c7-9422-04e5c6989187,Shaping Development Aid Policy: A new economic approach to fragile states,C,3.5,High,18.576633076043493,13.028767733943205,19.24121747553544,22.062069030554504,0.1716,0.0,0.0162,0.4215,0.6308,47,13,10,###; ###  4; ###; ###  Impact on IMF; ###  Impact on Development Finance Institutions \(DFIs\); ###  Impact; ###,4.0,1446,18
University of Central Lancashire,10007141,11.0,Computer Science and Informatics,40ba1433-5f24-4d45-a862-caf6bd266d3a,Shaping Digital Industry Best Practice to Improve User-Experience for children.,B,2.5,Low,25.50058900794005,12.40464200242038,17.240218480921655,19.764719423824673,0.2429,0.0,0.0,0.5106,0.8071,31,12,8,,0.0,1968,15
The University of Manchester,10007798,18.0,Law,b268b639-2cac-471e-8c4e-1f28b541a24d,Shaping Domestic Abuse Policy and Practice,C,3.4,High,25.819959887685542,13.097980304853591,18.001758247042904,20.174735373824326,-0.167,-0.765,-0.064,0.2142,0.5641,27,12,6,,0.0,1394,21
University of Glasgow,10007794,23.0,Education,0483c033-efe3-4abb-9b00-08fe72f0d70c,Shaping Educational Assessment Policy in Small Nations and States,C,3.75,High,22.699659855916366,13.25755434961269,18.19445295124062,20.148270637408565,0.2325,0.0,0.0,0.4588,0.7003,44,8,15,###; ###  4,4.0,1740,19
University of Strathclyde,10007805,19.0,Politics and International Studies,b3ff85f2-44ca-4261-8dbd-2d42d6ef4741,"Shaping energy, climate and industry policy to realise wider economy and societal benefits in transitioning to net zero",C,4.0,High,14.459718930957706,13.7703034922049,20.64404841556777,23.28724876441516,0.5171,0.0,0.6044,0.8317,0.8968,38,6,4,###  1; ###  2; ###  3; ###  4,10.0,1821,22
Birmingham City University,10007140,17.0,Business and Management Studies,fea963ef-c471-4e4d-b0a3-60ea26f3be94,"Shaping entrepreneurial education pedagogy, practice and institutional policy in the UK, Europe, Africa and Asia",C,2.6670000000000003,Low,12.904709741735076,13.280745272870591,18.84081672057806,21.165643093465675,0.2882,0.0,0.3397,0.506,0.6999,24,2,15,,0.0,1116,27
Anglia Ruskin University Higher Education Corporation,10000291,14.0,Geography and Environmental Studies,aaa63188-3321-4777-9ba0-e8eafc01e22c,Shaping EU policy and management of energy research and innovation funding,C,2.333,Low,24.393723809523834,13.99714761904762,17.536097924619824,17.85379018612521,0.3871,0.0,0.4304,0.6755,0.771,45,6,6,###; 30m\+; ###  4; ###  Headline; 71.5bn; ###  Impact 1; ###  Impact 2; 71.5bn; 71.5bn; 1.1bn; 563; ###; 16,831.6,1773,26
The University of Birmingham,10006840,19.0,Politics and International Studies,11e86266-20bd-4983-81f3-3c1b30041641,Shaping EU policy towards the Eastern Partnership Countries,C,3.25,High,18.10680987345731,13.057103512843975,19.34168275104431,21.730998418038816,0.2747,0.0,0.2732,0.5298,0.7234,29,2,8,###; ###  4,4.0,1213,17
University of Southampton,10007158,16.0,Economics and Econometrics,ab3f1fe2-a404-4678-9671-2d27346d6604,Shaping European Commission merger policy to preserve innovation in the pharmaceutical and chemical industries,C,3.333,High,20.53332777534007,13.05391360245722,18.066822017421778,20.10898557420812,0.3605,0.0,0.3818,0.5828,0.7131,18,6,2,###; ###  4; well over 6 billion euros,6000000004.0,1359,15
The University of Essex,10007791,26.0,Modern Languages and Linguistics,3dcf6213-90ba-4f01-a530-f5c409bd589e,Shaping foreign language learning and teaching in English primary schools,D,4.0,High,26.379705290490136,13.051803648887446,18.293352123383418,21.52358950824302,0.2412,0.0,0.0258,0.4927,0.7266,39,7,12,###,0.0,2179,19
University of Bristol,10007786,17.0,Business and Management Studies,7225737f-8e2e-40e1-a0e8-307adf1c4c05,Shaping Global Accounting Standards,C,3.1670000000000003,High,15.487680290823363,13.43769197709345,19.874207643726866,21.91024489795919,0.2282,0.0,0.2716,0.4019,0.6369,18,7,8,###; ###  4,4.0,1470,18
The London School of Economics and Political Science,10004063,17.0,Business and Management Studies,40b7e93e-1107-428a-bec1-e703ddc7723f,Shaping global accounting standards,C,3.375,High,14.828479262672829,13.477764975557827,20.01284484526463,22.20141646842786,0.2149,0.0,0.128,0.3918,0.6369,19,7,6,,0.0,1467,18
The London School of Economics and Political Science,10004063,14.0,Geography and Environmental Studies,08536f22-e906-40a0-a468-7aa8d5a32fe0,Shaping global climate change policy,C,3.75,High,26.180913461538495,13.11500641025641,17.04934077108582,18.283706459784675,0.2311,0.0,0.1279,0.4939,0.6973,45,14,12,nearly USD16 billion,16000000000.0,1579,29
The University of Sheffield,10007157,25.0,Area Studies,a8973fd7-d32d-4c53-ac60-45cc04c5cfd4,Shaping global summits,D,3.25,High,15.009514790380933,13.561766748244308,17.85940120240294,22.34612269160656,0.2973,0.0,0.1026,0.6727,0.8729,20,4,8,,0.0,1023,20
Robert Gordon University,10005500,34.0,"Communication, Cultural and Media Studies, Library and Information Management",590e6c42-4bea-4780-9a7c-aa62aeba7aed,Shaping government library policy in Scotland,D,2.75,Low,17.399937101643758,12.597280632897238,20.779040381047906,23.90333041958042,0.2241,0.0,0.0,0.4972,0.7512,14,4,1,2001\-2002 \; 2016 review \; 2002\-13 \,6019.0,832,9
University of Exeter,10007792,21.0,Sociology,c70e1bb1-fe45-4b15-b644-40fe4be239d7,"Shaping guidance, training and transparency around police use of force in the UK and internationally",C,3.625,High,33.05711101992554,12.311458387603466,16.11434528070225,17.839475872386323,0.08,-0.4404,0.0,0.3612,0.6619,27,9,12,,0.0,1742,21
University of Southampton,10007158,28.0,History,82b037a6-b2ab-4888-9449-efc3a79b3415,Shaping Holocaust Museum Practice for the 21st Century,D,3.5,High,19.21913900819993,12.373505193283874,19.32598150183903,20.257141822396058,0.1627,-0.3179,0.0,0.4215,0.6619,33,16,20,###; ###  4; 5,9.0,1593,10
Royal Holloway and Bedford New College,10005553,16.0,Economics and Econometrics,6e4a5534-feec-4d10-82ec-54f7b5c6398f,Shaping immigration policy and informing debate for Post-Brexit Britain,C,3.3329999999999997,High,25.303575044809946,12.915288763456076,17.966590913566534,19.673353065802594,0.0981,-0.0258,0.0,0.2732,0.5859,34,7,4,###; ###  4,4.0,1632,19
The University of Sheffield,10007157,11.0,Computer Science and Informatics,e3eeaa3c-dfb3-4f77-94b0-5b01e5a260dc,Shaping international policy and public debate on lethal autonomous weapons systems (LAWS),B,3.7,High,22.73453909339827,13.691661956191057,18.58077395121761,23.17953493647913,0.1657,-0.4228,0.0644,0.4591,0.7212,21,7,25,,0.0,1392,19
University of Cambridge,10007788,18.0,Law,cdebb09d-d614-4d5c-a701-76a093d120c8,Shaping judicial and parliamentary consideration of Brexit,C,3.5,High,34.91539708413751,11.90173649261906,16.267762783435845,17.122240447007933,0.1851,-0.3612,0.1531,0.4676,0.6617,40,20,4,,0.0,2044,31
University of Northumbria at Newcastle,10001282,18.0,Law,17d318d2-24e2-4321-b8f5-5ae0f0a357fb,Shaping Judicial Practice and Access to Environmental Justice: Insights from India’s National Green Tribunal,C,3.25,High,17.052168135531304,13.883901707840542,18.64533237816174,21.233717359961553,0.1989,-0.4117,0.0513,0.5267,0.8591,41,10,13,###,0.0,1842,20
University College London,10007784,19.0,Politics and International Studies,4bcbcd87-228d-456d-91ff-1c161617279f,"Shaping Management Practices for Greater Employee Voice, Work Motivation and Integrity in Civil Services",C,3.375,High,12.174329030686835,13.252558639165562,19.935813529276697,24.88271869853785,0.3145,0.0,0.3066,0.5169,0.7869,47,4,19,###; ###  4,4.0,2073,18
University of St Andrews,10007803,29.0,Classics,ac353760-2b21-4f63-91c0-3d9a6f530274,Shaping modern perceptions of military culture through Roman experiences,D,2.9999999999999996,Low,13.459622425629334,13.210886130180524,18.728287310140296,21.924327729772195,0.2461,0.0,0.1406,0.5106,0.6249,37,15,8,,0.0,1675,14
The University of Huddersfield,10007148,23.0,Education,a8478f76-1035-45ab-941c-05de26a55863,Shaping National and International Counter-Terrorism Policy through the Development of Effective Educational Approaches to Prevent Terrorism,C,3.0,Low,16.664052275960216,12.889118695387117,18.3970566412798,20.14238619081415,0.0553,-0.6808,0.0,0.4019,0.6222,46,6,11,###; ###  4,4.0,1409,18
Oxford Brookes University,10004930,19.0,Politics and International Studies,a69e5e92-b03b-4daa-b540-1a4ef24a0434,"Shaping national and international policy on gender, family caring and parental wellbeing",C,2.9999999999999996,Low,25.038518385836113,12.470066565608716,17.267425705330172,19.020161100658513,0.3017,-0.0155,0.3182,0.5719,0.8198,35,9,15,###; ###  4; ###  Policy; ###  Recommendations and Guideline; ###  Changing,4.0,2126,17
University College London,10007784,2.0,"Public Health, Health Services and Primary Care",d83de44b-dd7a-4e8e-8b0f-48cf919e1847,Shaping national policy to reduce the rate of COVID-19 transmission in care homes,A,3.95,High,35.999261371351,12.474377474541752,16.45884130781739,20.237454545454547,0.463,0.0,0.4939,0.7381,0.8129,24,4,4,###; ###  4,4.0,1485,19
University of Brighton,10000886,32.0,"Art and Design: History, Practice and Theory",3bb4a20d-ddde-4767-84a5-28d17fe00afc,Shaping new archival practices and design histories,D,3.3,High,12.07705117279724,13.641584287729984,19.898731461713826,22.53119380743439,0.2675,0.0,0.296,0.4939,0.7869,31,4,15,,0.0,1542,13
The University of Leeds,10007795,34.0,"Communication, Cultural and Media Studies, Library and Information Management",66f8c537-cab1-4d5a-b8fa-25943544ecf7,Shaping new government and third-sector media policy in the Philippines through research into digital and networked disinformation,D,3.0,Low,8.220773413578314,13.559574606694119,20.834983280064645,23.929564393939394,0.0217,-0.5357,0.0,0.273,0.5106,18,13,1,###; ###  4,4.0,1168,12
The University of East Anglia,10007789,6.0,"Agriculture, Food and Veterinary Sciences",88b483c1-a408-4713-a4d6-7416cf1a02bc,Shaping new national and international policy and guidance on sodium (salt) in our food,A,4.0,High,32.14360281419894,13.568964342820594,15.924821689663386,16.710597945939135,0.0719,-0.2914,0.0,0.2023,0.5404,27,4,5,2015\-6 \,2015.0,1345,24
University College London,10007784,28.0,History,371f5cc5-fcd9-4da0-8e60-dd37416e6866,"Shaping new public understandings of women and the 1984-85 miners’ strike: co-production, oral histories and museum exhibition",D,3.6,High,30.598029824854763,12.058525247669607,16.98528185642415,18.37230354062269,0.2508,0.0,0.25,0.4677,0.6658,25,8,17,###; ###  4,4.0,2590,19
University College London,10007784,30.0,Philosophy,43b953ff-be2a-4403-83c2-e85e37b4b89e,Shaping NHS policy on confidential patient data through ethics advice,D,4.0,High,34.05624056184769,12.098159969896612,16.33296746573259,17.756899345137036,0.2595,0.0,0.128,0.5413,0.7251,55,6,0,###; ###  4,4.0,2170,11
"Imperial College of Science, Technology and Medicine",10003270,12.0,Engineering,0d3f3f88-b0d8-4991-9526-b37bbfa9b012,Shaping our Exploration of Mars,B,3.8670000000000004,High,20.704176055382135,13.518485435048188,18.466038724333558,21.53440098538716,0.203,0.0,0.0,0.4215,0.6369,27,5,11,###; ###  4,4.0,1685,27
Bournemouth University,10000824,24.0,"Sport and Exercise Sciences, Leisure and Tourism",33ac039b-9f3d-4058-ba48-9c75d5b4a52b,Shaping para-sport policy and broadcast coverage,C,3.125,High,18.43206725797475,13.498704852438152,19.746749792175326,23.118729603729605,0.2573,-0.273,0.0,0.5913,0.8403,12,7,9,###; ###  4; ####  Shaping; ####  Shaping; ####,4.0,990,23
Bournemouth University,10000824,34.0,"Communication, Cultural and Media Studies, Library and Information Management",8e6649a1-22e6-4388-a403-0d134117a3f0,"Shaping para-sport policy, promotion and broadcast coverage in the UK",D,3.667,High,18.17067187790809,13.541849339289039,19.76632135587684,23.05360765480608,0.2764,-0.273,0.3612,0.5913,0.8403,14,7,8,###; ###  4; ####  Shaping; ####  ; ####,4.0,1018,23
Brunel University London,10000961,19.0,Politics and International Studies,3211d5bc-43f1-41f6-a78c-aeebe221d7eb,Shaping Parties’ Campaign Strategies and Influencing the Regulation of Election and Referendum Campaigning,C,3.333,High,21.54081336696092,13.790772299285415,18.61280703228198,20.61055636515041,0.2723,0.0,0.0,0.5881,0.8165,42,5,7,###; ###  4,4.0,1478,15
Cardiff University / Prifysgol Caerdydd,10007814,17.0,Business and Management Studies,e40d0590-6dcd-4834-a4c9-2d3d169e72f5,Shaping peer-led approaches to improve local government performance in England and Wales,C,3.5,High,30.017462436297905,12.803948491424189,17.43690915190277,20.605046105445872,0.3953,0.0,0.4404,0.7289,0.8562,27,5,4,"2B; just £20M; more than £100; approximately £20,000",20122.0,1676,34
Brunel University London,10000961,21.0,Sociology,abe59d50-bf43-4f3d-b1f4-4d59d95a4b65,Shaping plastics industry communication practices and policy development in relation to plastic pollution and behaviour change,C,3.0,Low,17.415443105281838,12.67517032967033,18.891418193676643,20.854395337371464,0.0892,-0.3878,0.0,0.3555,0.552,19,6,19,"###; ###  4; around 42000 \; 16,000 \",58004.0,916,12
The University of Surrey,10007160,18.0,Law,c92a788c-8f5b-425e-9991-207ec12fa38b,Shaping Policy and Best Practices on Algorithmic Risk Assessment,C,1.6669999999999998,Low,24.129508554483863,13.528072099222017,17.68281428233235,18.2306862745098,-0.0258,-0.6072,0.0,0.2023,0.5106,38,4,6,###; ###  4; ### 1; ### 1; ###  \(a\; ###  \(b\; ### 1; ### 1; ### 1; ### 1; ### 1,11.0,1190,29
Oxford Brookes University,10004930,18.0,Law,fbd415fc-772a-436b-8c43-85f7317983c2,Shaping Policy and Legal Reform of Hate Crime and Online Hate Speech,C,2.75,Low,36.573838872729,12.064176763149112,16.462900921527417,17.890944330480302,-0.2821,-0.8979,-0.4212,0.0,0.5482,22,9,8,###; ###  4; ###; ###  ; ###; 4\; ###; ###  *,8.0,1899,27
The University of Sheffield,10007157,2.0,"Public Health, Health Services and Primary Care",96f65710-26f9-4321-8001-a8ae7e237f38,Shaping policy and practice for type 2 diabetes prevention in the UK,A,3.8329999999999997,High,39.40247104792394,12.83096432539309,15.602580100355052,15.47809936575053,0.1117,-0.2642,0.0,0.3816,0.6269,14,1,3,approximately £1.1bn,1.1,990,17
University of Sussex,10007806,20.0,Social Work and Social Policy,3b46ec26-a115-4078-b1fa-624b6c051cc1,Shaping policy and practice in self-neglect and adult safeguarding,C,3.25,High,18.956304338618367,13.34713802114953,18.895680775859493,22.78735024981755,0.2481,-0.309,0.2247,0.6542,0.8232,22,6,7,,0.0,1516,27
The University of Surrey,10007160,27.0,English Language and Literature,8af886c7-8786-4998-b2ae-665b635b77fb,Shaping policy and practice of video-mediated interpreting in legal proceedings,D,3.75,High,19.266533407791883,13.842353767820773,18.75726836521839,22.368375669322184,0.2773,-0.0026,0.1026,0.6978,0.8098,49,2,9,###  ; ###; ###,0.0,988,14
University of Exeter,10007792,19.0,Politics and International Studies,4c6dd1e6-976a-4578-890f-49c4fc030edb,Shaping Policy Debates and Improving Western Policy Responses to a Resurgent Russia,C,3.4,High,17.64993154374079,13.77456904004865,18.243605946275583,20.16297551789077,0.1671,0.0,0.0,0.3054,0.6699,31,11,17,$1.2 million,1200000.0,1298,16
Queen Mary University of London,10007775,16.0,Economics and Econometrics,b98b80a2-2cb5-4008-a92e-5477b3655818,Shaping Policy for Early Human Capital Development in Latin America,C,3.375,High,14.77141671955755,12.906571166923566,18.761375313063503,19.397323804608796,0.0371,-0.4867,0.0,0.3612,0.4922,18,4,4,,0.0,1087,19
Nottingham Trent University,10004797,18.0,Law,e1eb9e88-6383-402d-8625-c83cf4aabca7,Shaping policy for legal professional education in the UK and internationally,C,3.75,High,17.339336228287863,13.096405423608651,18.661948016381285,19.996414600069855,0.193,0.0,0.128,0.3609,0.6705,28,0,6,###; ###  4,4.0,818,22
University of Exeter,10007792,19.0,Politics and International Studies,e7ca1138-c01b-495e-a30c-e76df3c8150d,Shaping Policy Learning on Regulatory Reforms: Co-Creating the World Bank’s Global Regulatory Impact Assessment Awards,C,3.4,High,18.997505926979642,13.032738027501185,17.58529308189582,18.90838902625692,0.3998,0.0,0.4588,0.7667,0.8872,27,6,6,,0.0,1490,21
Queen's University of Belfast,10005343,22.0,Anthropology and Development Studies,c07fea78-adb1-472d-9856-ede317e9af8b,Shaping Policy on Shared Space and Contested Flags in Northern Ireland,C,3.25,High,24.248458262169123,12.801503279248506,18.162417323531756,19.89348465473146,0.3264,0.0,0.25,0.6956,0.8094,24,4,8,,0.0,1173,18
Queen Mary University of London,10007775,17.0,Business and Management Studies,5501fde2-442f-483f-a0f9-64ee93c6cf7d,Shaping Policy on the Regulation of Occupations in the Labour Market in the EU and UK,C,3.6,High,2.542694076973646,13.358878742249779,21.56928823814075,24.570752309222677,0.1925,-0.2341,0.128,0.4215,0.6244,31,4,7,,0.0,1135,15
The University of Leeds,10007795,19.0,Politics and International Studies,4c129af1-9e6c-4632-8269-2075f7fd9e13,Shaping policy to improve education inclusion for mobile pastoralists at international and national levels,C,3.375,High,3.5400251968503937,14.352087023622047,21.798508656944655,25.15676616915423,0.2572,0.0,0.25,0.4939,0.6876,34,9,8,,0.0,1809,13
The University of Liverpool,10006842,19.0,Politics and International Studies,a43c7c07-477e-41a2-b57a-620d81449214,"Shaping political change in Northern Ireland; influencing key decisions of the governing devolved Executive, the British and Irish governments, Political Parties and Parliament; and informing the Public",C,3.667,High,21.924006253487846,12.975405741391196,17.748352003654,19.180770212487452,0.3151,-0.105,0.4019,0.5587,0.8013,66,15,9,4\,4.0,2236,26
Staffordshire University,10006299,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",8c0618f0-4166-476d-89e9-7ccbba26be91,Shaping Practice and Policy of Stakeholders Working to Improve Health in Stoke-on-Trent,A,3.333,High,24.164042743538772,13.474468546814352,16.316231340818593,18.26508037997808,0.2563,-0.2142,0.296,0.5719,0.788,31,3,3,###; ###; ###  1; ###  2; \(rather than postal\; ###,3.0,1564,30
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,c16206c9-225e-4e54-9212-8d9f48b505dc,Advancing the status of comics as a cultural and educational asset,D,2.0,Low,14.17380434782612,12.543728122109158,16.995083063034073,21.616767123287673,0.3297,0.0,0.3612,0.6305,0.7841,20,12,8,,0.0,1095,19
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,c16206c9-225e-4e54-9212-8d9f48b505dc,Advancing the status of comics as a cultural and educational asset,D,3.25,High,14.17380434782612,12.543728122109158,16.995083063034073,21.616767123287673,0.3297,0.0,0.3612,0.6305,0.7841,20,12,8,,0.0,1095,19
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,cabb2005-c961-4f20-9331-6ef3f80bbabc,Challenging the continuation of censorship under Franco’s regime,D,2.0,Low,23.017594675540778,13.117977178036607,17.4452011312438,20.145831960461287,0.0997,-0.4518,0.0,0.4758,0.6781,17,25,6,,0.0,1214,16
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,cabb2005-c961-4f20-9331-6ef3f80bbabc,Challenging the continuation of censorship under Franco’s regime,D,3.25,High,23.017594675540778,13.117977178036607,17.4452011312438,20.145831960461287,0.0997,-0.4518,0.0,0.4758,0.6781,17,25,6,,0.0,1214,16
London School of Hygiene and Tropical Medicine,10007771,2.0,"Public Health, Health Services and Primary Care",9114d1dc-6eba-47b4-a236-710902ed30f0,Shaping public health strategies by monitoring and building public trust in vaccines,A,3.75,High,18.207346938775544,13.33653299319728,18.57415568134994,20.378191850594227,0.2455,-0.2722,0.34,0.5423,0.6639,36,5,19,###; ###  4,4.0,1178,16
University of Edinburgh,10007790,32.0,"Art and Design: History, Practice and Theory",529b2d68-60ab-4ee2-a4a3-d1942c7c8f59,Shaping public perceptions and curatorial approaches to French Impressionists,D,3.428000000000001,High,24.89707785642065,12.632385945399394,17.122413403193683,18.089549549549552,0.216,0.0,0.0,0.4215,0.7493,21,6,4,,0.0,999,18
"Queen Margaret University, Edinburgh",10005337,2.0,"Public Health, Health Services and Primary Care",6364ab29-60d6-40bd-9397-30415910d728,Shaping refugee integration policy and practice globally,A,3.0,Low,16.76295588235297,14.666064705882354,17.063985952170544,19.61237762237763,0.2382,0.0,0.0,0.4212,0.7755,35,8,16,###; ###  4,4.0,858,17
Teesside University,10007161,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",c9c5ae46-cbb9-4d81-82cf-94339c5f740d,"Shaping regional, national, and international oral health policy and practice: from bench to community",A,3.2,High,25.63500000000002,12.839824404761906,17.059803185769194,18.473663690476194,0.1674,-0.2459,0.0,0.445,0.6237,24,3,15,,0.0,1440,10
The University of Essex,10007791,2.0,"Public Health, Health Services and Primary Care",e2fa5a1b-1cc4-4310-8e67-f0df5b86ae23,Shaping social housing policy to address the mental health impacts of poor quality housing,A,2.75,Low,24.955394932935945,12.879832737208146,17.514458821005853,21.37865376396605,0.1614,-0.799,0.243,0.608,0.8251,16,3,4,###; ###  4,4.0,1489,21
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,80376244-842f-4a5a-8d8a-ca89a524afa8,Combating Russia’s ‘Memory War’ on the Gulag experience,D,2.0,Low,22.514304432926195,12.340052858023125,17.245922535919274,18.957360012938473,0.0187,-0.7394,0.0,0.4262,0.5933,16,9,8,,0.0,1184,14
University of Glasgow,10007794,26.0,Modern Languages and Linguistics,80376244-842f-4a5a-8d8a-ca89a524afa8,Combating Russia’s ‘Memory War’ on the Gulag experience,D,3.25,High,22.514304432926195,12.340052858023125,17.245922535919274,18.957360012938473,0.0187,-0.7394,0.0,0.4262,0.5933,16,9,8,,0.0,1184,14
University of Newcastle upon Tyne,10007799,19.0,Politics and International Studies,ee723b63-928a-42d3-b660-4abba58365c2,"Shaping the Content and Review of the 2030 Agenda for Sustainable Development at the Global, National and Sub-National Levels",C,2.8339999999999996,Low,21.40534985947164,13.279917068015738,18.69742544623859,21.322235772357722,0.127,-0.1128,0.0,0.34,0.6593,44,11,9,###; ###  4,4.0,2378,17
University of Aberdeen,10007783,23.0,Education,c9ebb6d0-dd0b-4a99-ae9a-934ac4316cb7,Shaping the Delivery of Adult Literacy Education in Rwanda,C,2.5,Low,14.891361436062965,13.268906413876563,19.744708186443415,23.30381175665614,0.327,0.0,0.4215,0.6117,0.7161,24,9,4,###; ###  4,4.0,1343,20
University of Bristol,10007786,10.0,Mathematical Sciences,13e08763-3b37-403b-9c7f-c58212bf88ba,Shaping the delivery of UK resilience policy by improving the National Risk Assessment,B,3.7859999999999996,High,29.605046728971956,12.422541600294647,17.518902998819254,17.620713129885814,-0.043,-0.6896,0.0,0.2949,0.488,27,5,3,billions of pounds,0.0,1513,27
The University of Manchester,10007798,16.0,Economics and Econometrics,f1f40b4a-2d25-4229-a5d9-ed75fa87af82,Shaping the design of economic policy to reduce diet-related disease,C,3.625,High,26.895353383458655,12.46057120300752,18.150783128065243,18.729915809167444,0.177,-0.082,0.0,0.3917,0.6285,19,5,1,,0.0,1069,18
"University of Salford, The",10007156,13.0,"Architecture, Built Environment and Planning",6ef01b49-a7b6-4173-a049-637b8e19fcae,Shaping the domestic low carbon energy transition,C,3.25,High,22.76265485989859,13.374526756464622,18.450534761728246,22.730508771929827,0.3773,0.0,0.4019,0.7287,0.8638,26,10,3,###; ###  4,4.0,1710,26
The Open University,10007773,30.0,Philosophy,aec0fb79-c84c-4845-853d-49ee4de42637,Shaping the ethics of global anti-doping and transgender sport regulations,D,2.0,Low,35.52757370283021,12.37164460495283,16.02313613786344,16.554105957372464,0.0955,-0.3182,0.0,0.2674,0.5442,22,3,7,###; ###  4,4.0,1296,26
